chemical,protein,label
1071,ENSP00000353007,0
108220,ENSP00000314606,0
12560,ENSP00000395574,0
4991,ENSP00000222286,0
16132139,ENSP00000366488,0
158,ENSP00000306662,1
6675,ENSP00000357907,0
4184,ENSP00000313420,0
16197727,ENSP00000318077,1
1986,ENSP00000285379,1
177236,ENSP00000263621,0
702,ENSP00000249396,1
1206,ENSP00000354652,1
4108,ENSP00000304767,0
5202,ENSP00000358963,1
312,ENSP00000355279,1
5757,ENSP00000340278,0
2732,ENSP00000306390,0
158795,ENSP00000354677,0
5288209,ENSP00000360519,1
107971,ENSP00000284440,0
5533,ENSP00000010404,0
445643,ENSP00000366506,0
5372,ENSP00000378323,1
2344,ENSP00000319984,1
2405,ENSP00000346577,0
119828,ENSP00000320247,0
2369,ENSP00000364721,0
3081361,ENSP00000222553,0
134780,ENSP00000260356,0
74989,ENSP00000276431,0
298,ENSP00000339377,1
4913,ENSP00000356972,0
222528,ENSP00000220764,0
3964,ENSP00000380247,1
49836058,ENSP00000448165,0
5761,ENSP00000296411,0
314,ENSP00000320247,0
774,ENSP00000451605,1
4108,ENSP00000371110,0
5403,ENSP00000407546,0
91649,ENSP00000466799,0
1117,ENSP00000264914,1
1220,ENSP00000269159,0
1349907,ENSP00000276410,0
129806,ENSP00000337761,0
2783,ENSP00000304283,0
2308,ENSP00000355645,0
3222,ENSP00000290866,1
4383,ENSP00000364801,0
1204,ENSP00000367608,0
5452,ENSP00000386069,1
5381226,ENSP00000256958,1
158,ENSP00000292303,1
3696,ENSP00000255380,1
4106,ENSP00000303208,0
108220,ENSP00000262554,0
10517,ENSP00000302478,0
4011,ENSP00000356920,0
4171,ENSP00000294973,0
444732,ENSP00000381412,0
5358,ENSP00000307766,1
5284627,ENSP00000355517,0
4976,ENSP00000431418,0
4212,ENSP00000265462,0
3043,ENSP00000367408,0
2512,ENSP00000386069,1
3779,ENSP00000343782,1
1220,ENSP00000322924,1
564,ENSP00000255008,0
4402,ENSP00000331327,0
33624,ENSP00000305372,1
5280723,ENSP00000345771,0
1809,ENSP00000316244,1
4425,ENSP00000357907,0
1690,ENSP00000332139,0
4748,ENSP00000316244,1
21855,ENSP00000257904,0
3559,ENSP00000265729,0
108220,ENSP00000322909,0
2803,ENSP00000260985,0
151165,ENSP00000369816,0
9803852,ENSP00000264613,0
5284595,ENSP00000356713,0
3350,ENSP00000296511,0
24267,ENSP00000340330,0
5504,ENSP00000262306,0
60961,ENSP00000336764,1
2244,ENSP00000354612,1
54459,ENSP00000376176,0
23994,ENSP00000308541,1
4745,ENSP00000368552,0
126046,ENSP00000332116,0
3954,ENSP00000234961,1
5588,ENSP00000256958,0
60857,ENSP00000375892,0
450,ENSP00000206249,1
1935,ENSP00000312286,0
1051,ENSP00000357838,1
446156,ENSP00000265729,0
5284569,ENSP00000342385,0
4631,ENSP00000305651,0
774,ENSP00000273430,1
838,ENSP00000275605,0
2685,ENSP00000295055,0
312,ENSP00000354347,1
860,ENSP00000354961,0
951,ENSP00000441600,1
23930,ENSP00000367545,0
961,ENSP00000251810,1
4402,ENSP00000258385,0
6918837,ENSP00000277010,0
2987,ENSP00000332296,0
5280363,ENSP00000281806,1
1132,ENSP00000280346,1
3016,ENSP00000265294,1
1201549,ENSP00000255380,1
4534,ENSP00000323511,0
5288209,ENSP00000369134,0
119182,ENSP00000316786,0
3086686,ENSP00000381412,1
5311010,ENSP00000223129,0
10517,ENSP00000329374,0
2524,ENSP00000419692,1
4601,ENSP00000377192,0
4659569,ENSP00000366488,0
191,ENSP00000216911,1
4184,ENSP00000367959,1
35370,ENSP00000252029,1
445420,ENSP00000280551,0
5743,ENSP00000368226,0
5280723,ENSP00000292513,1
119058,ENSP00000268379,1
16197727,ENSP00000451605,1
68844,ENSP00000358867,0
4636,ENSP00000266560,0
4927,ENSP00000242375,0
3343,ENSP00000406157,0
5359272,ENSP00000384400,0
2578,ENSP00000266560,0
3648,ENSP00000371236,0
1547484,ENSP00000341189,0
610479,ENSP00000345873,0
2170,ENSP00000267814,0
5504,ENSP00000257904,0
5280363,ENSP00000245457,1
3585,ENSP00000299766,0
311,ENSP00000406220,1
2130,ENSP00000362463,0
6675,ENSP00000327417,0
3304,ENSP00000359285,0
5073,ENSP00000354859,1
5287969,ENSP00000373918,0
6380,ENSP00000281806,0
4436,ENSP00000443459,0
5472,ENSP00000372088,0
298,ENSP00000351755,1
5527,ENSP00000258168,0
9826744,ENSP00000364697,0
33036,ENSP00000351755,0
122316,ENSP00000359532,0
2676,ENSP00000253122,0
5281040,ENSP00000332812,0
5202,ENSP00000328708,1
1548943,ENSP00000255008,0
5726,ENSP00000254958,0
2750,ENSP00000327417,0
3086686,ENSP00000282397,1
5052,ENSP00000298472,1
5403,ENSP00000258400,0
25077992,ENSP00000351410,0
3016,ENSP00000262554,0
191,ENSP00000361965,1
9832383,ENSP00000011292,0
15,ENSP00000405455,0
5352624,ENSP00000355645,0
4330,ENSP00000296140,0
1117,ENSP00000269305,1
1117,ENSP00000381607,1
945,ENSP00000262340,0
200,ENSP00000349320,0
6623,ENSP00000209929,0
501640,ENSP00000348831,0
9904,ENSP00000275300,0
59693,ENSP00000311873,0
312,ENSP00000381717,1
9871419,ENSP00000363115,0
4865,ENSP00000377948,0
45272686,ENSP00000366506,0
23991,ENSP00000290354,0
312,ENSP00000245960,1
4485,ENSP00000322450,0
312,ENSP00000308032,1
89594,ENSP00000274547,0
3086685,ENSP00000307822,0
5359272,ENSP00000363812,0
23994,ENSP00000372191,1
439260,ENSP00000305877,1
3998,ENSP00000269385,0
60648,ENSP00000314441,0
6013,ENSP00000337450,1
4768,ENSP00000355930,1
35370,ENSP00000366525,0
6834,ENSP00000290765,0
1071,ENSP00000360519,1
4542,ENSP00000299964,0
27400,ENSP00000384296,0
2215,ENSP00000306662,1
1206,ENSP00000362674,0
3696,ENSP00000380247,1
3350,ENSP00000402084,0
5245,ENSP00000367615,0
2308,ENSP00000377527,0
305,ENSP00000286479,0
5311067,ENSP00000308583,0
305,ENSP00000378323,0
6917908,ENSP00000261751,0
123631,ENSP00000357066,0
4011,ENSP00000309741,0
753,ENSP00000360519,1
2051,ENSP00000346148,0
9799453,ENSP00000386171,0
1117,ENSP00000314606,1
4100,ENSP00000318868,0
3450,ENSP00000222390,0
54746,ENSP00000373169,1
5775,ENSP00000262186,1
2826,ENSP00000261707,1
3198,ENSP00000332530,0
1117,ENSP00000362576,1
4160,ENSP00000379680,0
91605,ENSP00000280154,0
5310960,ENSP00000290354,0
4495,ENSP00000355645,0
2730,ENSP00000331912,0
4635,ENSP00000345771,0
19861,ENSP00000244137,0
5329102,ENSP00000431418,1
123885,ENSP00000371535,0
2512,ENSP00000290597,0
3461,ENSP00000225504,0
6918638,ENSP00000321988,0
439176,ENSP00000303424,0
216235,ENSP00000384408,0
15602694,ENSP00000299964,0
1210,ENSP00000247970,0
4828,ENSP00000269466,0
1257,ENSP00000463999,0
702,ENSP00000225740,1
2160,ENSP00000276198,1
681,ENSP00000448059,1
3077,ENSP00000342560,1
1117,ENSP00000303208,1
219024,ENSP00000336630,1
338,ENSP00000348911,0
1117,ENSP00000300738,1
5544,ENSP00000420269,0
68848,ENSP00000327251,0
23994,ENSP00000345659,1
5591,ENSP00000000442,1
23930,ENSP00000270202,1
3278,ENSP00000292303,0
753,ENSP00000263967,1
3405,ENSP00000303775,0
6013,ENSP00000332812,0
119,ENSP00000350928,1
214,ENSP00000311291,1
65076,ENSP00000255030,0
312,ENSP00000252945,1
6291,ENSP00000231449,0
42955,ENSP00000258743,0
5287969,ENSP00000357907,1
1117,ENSP00000363641,1
5755,ENSP00000231509,1
774,ENSP00000354511,0
5524,ENSP00000253792,0
4528,ENSP00000322706,0
312,ENSP00000339740,1
252716,ENSP00000332296,0
5284604,ENSP00000234961,1
5288209,ENSP00000352702,0
961,ENSP00000354876,1
3973,ENSP00000276390,0
298,ENSP00000350256,1
2676,ENSP00000217901,0
774,ENSP00000241256,1
3692,ENSP00000353483,0
4992,ENSP00000300738,0
4168,ENSP00000353915,1
2419,ENSP00000307241,0
6505803,ENSP00000383042,0
5284595,ENSP00000267085,0
5038,ENSP00000464149,1
5310985,ENSP00000354522,0
5757,ENSP00000243167,0
4066,ENSP00000304414,0
3086671,ENSP00000219479,0
2564,ENSP00000253792,0
3658,ENSP00000380247,1
9878,ENSP00000211122,0
115146,ENSP00000304915,0
2725,ENSP00000358867,0
160,ENSP00000307822,1
187,ENSP00000325312,0
148121,ENSP00000396308,1
2685,ENSP00000265465,0
3343,ENSP00000319060,0
312,ENSP00000275605,1
72968,ENSP00000295400,0
9815499,ENSP00000225740,0
6000,ENSP00000365926,0
6040,ENSP00000372750,0
5462134,ENSP00000314407,0
23991,ENSP00000305877,0
3748,ENSP00000302846,0
119828,ENSP00000231751,1
5038,ENSP00000360406,0
774,ENSP00000377948,1
198792,ENSP00000295897,0
4976,ENSP00000347754,0
5994,ENSP00000209668,0
5757,ENSP00000343925,1
2548,ENSP00000252996,0
4984,ENSP00000325120,0
60785,ENSP00000011292,0
4991,ENSP00000360687,0
643976,ENSP00000245960,0
4042,ENSP00000222481,0
5304,ENSP00000312286,0
1349907,ENSP00000326219,0
5149021,ENSP00000360541,0
10182969,ENSP00000352839,0
5287969,ENSP00000262033,0
6834,ENSP00000268053,0
3386,ENSP00000316244,1
9801640,ENSP00000354522,0
4584,ENSP00000276373,0
6279,ENSP00000299267,0
4629,ENSP00000341682,0
4635,ENSP00000265572,1
3158,ENSP00000258400,1
1405,ENSP00000305651,0
753,ENSP00000265052,1
9878,ENSP00000359976,0
2913,ENSP00000301729,0
9880,ENSP00000301141,0
1548943,ENSP00000265174,0
1795,ENSP00000412237,0
298,ENSP00000359643,1
60919,ENSP00000320043,0
2344,ENSP00000355206,0
65243,ENSP00000277480,0
12560,ENSP00000265164,0
23994,ENSP00000265512,1
5994,ENSP00000333568,0
5035,ENSP00000333534,0
3008,ENSP00000342070,0
5833,ENSP00000375730,0
838,ENSP00000354859,1
1050,ENSP00000308720,0
4788,ENSP00000226444,0
5467,ENSP00000354859,1
5122,ENSP00000430432,0
5202,ENSP00000373169,1
312,ENSP00000308938,1
3857,ENSP00000236671,0
5280360,ENSP00000352839,1
60852,ENSP00000296411,0
5496659,ENSP00000276431,0
2771,ENSP00000428426,0
104741,ENSP00000343925,1
5255,ENSP00000301634,0
6040,ENSP00000263967,0
252716,ENSP00000232975,0
753,ENSP00000356694,1
3914,ENSP00000358301,1
119607,ENSP00000238018,0
5202,ENSP00000323516,1
68848,ENSP00000269466,0
305,ENSP00000264381,1
9270,ENSP00000296545,0
3877,ENSP00000256906,0
5311018,ENSP00000336764,1
5284371,ENSP00000378394,0
107772,ENSP00000366124,0
5894,ENSP00000328708,0
1935,ENSP00000284440,0
755,ENSP00000372023,0
951,ENSP00000328708,1
5329099,ENSP00000367615,0
5359371,ENSP00000376176,0
64715,ENSP00000243911,0
667467,ENSP00000380247,1
104842,ENSP00000331111,0
13342,ENSP00000357907,0
445154,ENSP00000216330,0
5284595,ENSP00000234961,1
1117,ENSP00000418447,1
876,ENSP00000323549,1
4630,ENSP00000306490,1
961,ENSP00000419628,1
160,ENSP00000324270,1
191,ENSP00000292301,1
97226,ENSP00000292180,0
108094,ENSP00000251810,0
2968,ENSP00000383042,0
445420,ENSP00000254301,0
9826744,ENSP00000302898,0
9799888,ENSP00000302232,0
107688,ENSP00000328547,0
4736,ENSP00000234961,1
3086685,ENSP00000286301,1
2169,ENSP00000341117,0
6505803,ENSP00000360541,0
4011,ENSP00000380247,1
5253,ENSP00000378699,0
942,ENSP00000370989,0
3826,ENSP00000356438,1
119828,ENSP00000364486,0
2978,ENSP00000261514,0
23931,ENSP00000285379,1
11707110,ENSP00000360372,0
2375,ENSP00000301729,0
501390,ENSP00000221466,0
2564,ENSP00000217961,0
5496659,ENSP00000314606,0
5282381,ENSP00000302846,1
2564,ENSP00000362273,0
123631,ENSP00000269571,1
130731,ENSP00000353904,0
23994,ENSP00000379839,1
9395,ENSP00000370517,0
4011,ENSP00000367959,1
4629,ENSP00000265294,0
4429,ENSP00000368646,0
100516,ENSP00000234961,0
444008,ENSP00000261751,0
5496659,ENSP00000445175,0
3365,ENSP00000320043,0
1117,ENSP00000370526,1
129211,ENSP00000401508,0
3394,ENSP00000403852,0
23930,ENSP00000332116,1
1051,ENSP00000332369,1
3391,ENSP00000373700,0
130731,ENSP00000320709,0
8230,ENSP00000365256,0
60919,ENSP00000273430,1
3825,ENSP00000306561,0
107640,ENSP00000406157,0
838,ENSP00000303424,1
15602694,ENSP00000265073,0
3964,ENSP00000367934,0
24360,ENSP00000334052,0
1117,ENSP00000290349,1
4932,ENSP00000261937,0
3973,ENSP00000232975,0
9815499,ENSP00000447378,0
2132,ENSP00000298171,0
122033,ENSP00000176183,0
5464105,ENSP00000381607,0
170361,ENSP00000299847,1
2802,ENSP00000333994,0
3365,ENSP00000309845,0
5280360,ENSP00000361141,1
5186,ENSP00000276410,0
5359272,ENSP00000339328,0
1548992,ENSP00000255380,0
148121,ENSP00000392411,0
3547,ENSP00000241337,0
2430,ENSP00000270202,0
6918837,ENSP00000380514,0
64715,ENSP00000267845,0
757,ENSP00000417052,0
9904,ENSP00000354612,0
892,ENSP00000261783,0
2118,ENSP00000301071,0
5936,ENSP00000352900,0
122172,ENSP00000325690,0
9782,ENSP00000231420,0
667490,ENSP00000360372,0
3016,ENSP00000330237,0
9933475,ENSP00000288135,1
3562,ENSP00000386456,0
3377,ENSP00000265715,0
2807,ENSP00000252996,0
3394,ENSP00000261416,0
876,ENSP00000256999,1
2162,ENSP00000266376,1
3077,ENSP00000216862,0
2325,ENSP00000345659,0
2719,ENSP00000297261,0
5568,ENSP00000377914,0
3739,ENSP00000256906,0
6047,ENSP00000448059,1
2726,ENSP00000353820,1
2689,ENSP00000258400,1
34231,ENSP00000357907,0
2185,ENSP00000358511,1
59768,ENSP00000359991,0
1117,ENSP00000302486,1
3827,ENSP00000314407,0
5035,ENSP00000254227,1
6013,ENSP00000222382,1
2267,ENSP00000250699,0
9576912,ENSP00000302478,0
129806,ENSP00000368226,0
5284570,ENSP00000234961,1
2367,ENSP00000327801,0
123679,ENSP00000267101,0
6918365,ENSP00000299178,0
5487,ENSP00000310071,0
107985,ENSP00000408695,0
4066,ENSP00000289957,0
2160,ENSP00000262848,0
5994,ENSP00000231509,1
3602,ENSP00000356438,0
753,ENSP00000364486,1
439260,ENSP00000353915,1
3365,ENSP00000337450,1
5282230,ENSP00000307259,0
753,ENSP00000361423,1
5284627,ENSP00000337450,0
8646,ENSP00000354532,1
5478,ENSP00000379839,0
3386,ENSP00000261707,1
2548,ENSP00000235835,0
5311304,ENSP00000265174,0
1440,ENSP00000371929,0
3121,ENSP00000369530,0
3158,ENSP00000369960,1
114903,ENSP00000351905,0
122033,ENSP00000357986,0
3559,ENSP00000377969,0
2735,ENSP00000340330,0
723,ENSP00000264932,1
16132139,ENSP00000318077,1
3384,ENSP00000332659,0
3033538,ENSP00000346827,0
4196,ENSP00000353791,0
2538,ENSP00000363812,0
387316,ENSP00000401508,0
4595,ENSP00000322450,0
4036,ENSP00000397582,0
3001055,ENSP00000360317,0
4493,ENSP00000353915,0
4908,ENSP00000216160,0
1117,ENSP00000228434,1
1117,ENSP00000263621,1
3386,ENSP00000276198,1
71310,ENSP00000350425,0
5359272,ENSP00000339479,0
774,ENSP00000257254,1
5329102,ENSP00000373700,1
5281071,ENSP00000268097,0
23994,ENSP00000264690,1
3100,ENSP00000245960,0
4160,ENSP00000276410,0
176870,ENSP00000358770,1
5587,ENSP00000380247,1
2790,ENSP00000380247,1
2534,ENSP00000350491,0
3964,ENSP00000358301,1
443408,ENSP00000380247,0
5556,ENSP00000295454,1
119574,ENSP00000378288,0
5284569,ENSP00000265572,1
3676,ENSP00000181383,0
3430,ENSP00000354532,0
3827,ENSP00000322898,0
710,ENSP00000287022,1
5287844,ENSP00000347942,1
33036,ENSP00000358963,0
3081361,ENSP00000363115,1
122024,ENSP00000267845,0
5195,ENSP00000292823,0
60961,ENSP00000336630,1
33624,ENSP00000268053,0
36920,ENSP00000356070,0
3343,ENSP00000236959,0
2726,ENSP00000236826,0
24360,ENSP00000309565,0
26757,ENSP00000272102,0
5645,ENSP00000245312,1
2160,ENSP00000316244,1
4080,ENSP00000238379,0
6013,ENSP00000362463,0
68760,ENSP00000275605,0
5486,ENSP00000464149,0
9578572,ENSP00000356480,0
5282230,ENSP00000362344,0
85,ENSP00000360541,1
1117,ENSP00000303575,1
71301,ENSP00000354347,0
312,ENSP00000300093,1
445643,ENSP00000286301,0
298,ENSP00000267377,1
183092,ENSP00000316244,1
198792,ENSP00000353165,0
53232,ENSP00000276198,0
3689,ENSP00000345502,0
2216,ENSP00000278742,0
60961,ENSP00000358730,1
312,ENSP00000229794,1
5310960,ENSP00000337746,0
11556427,ENSP00000262948,0
312,ENSP00000290866,1
160,ENSP00000292513,1
160,ENSP00000335544,1
3964,ENSP00000254958,0
55245,ENSP00000263368,0
3032,ENSP00000367102,1
27400,ENSP00000316244,1
5284604,ENSP00000394624,1
4236,ENSP00000263035,0
47811,ENSP00000224356,0
10517,ENSP00000260191,0
656629,ENSP00000262186,0
23930,ENSP00000309845,1
3151,ENSP00000337335,0
5052,ENSP00000323071,0
3042,ENSP00000355920,0
838,ENSP00000349003,1
4011,ENSP00000348831,0
25197,ENSP00000362401,0
836,ENSP00000448059,1
122024,ENSP00000339960,0
3177,ENSP00000302232,0
222528,ENSP00000232975,1
14917,ENSP00000362361,0
2119,ENSP00000301891,0
643976,ENSP00000355206,1
441071,ENSP00000332887,0
1798,ENSP00000315013,0
158795,ENSP00000356958,0
3086685,ENSP00000302898,1
11804285,ENSP00000219252,0
2913,ENSP00000354859,1
5524,ENSP00000273064,0
312,ENSP00000347979,1
1117,ENSP00000361275,1
5755,ENSP00000310935,0
753,ENSP00000280346,1
4178,ENSP00000231948,0
1440,ENSP00000285381,0
6436,ENSP00000261900,0
4585,ENSP00000277865,0
3086685,ENSP00000216911,1
3038,ENSP00000295256,0
25077992,ENSP00000276373,0
5959,ENSP00000351755,1
753,ENSP00000357835,1
3168,ENSP00000372654,0
3461,ENSP00000378408,0
2051,ENSP00000333994,0
1065,ENSP00000355930,1
3381,ENSP00000335620,0
5038,ENSP00000290866,1
312,ENSP00000373674,1
1201549,ENSP00000373700,0
1541,ENSP00000312663,0
4631609,ENSP00000321656,0
65110,ENSP00000364475,1
18794,ENSP00000178638,1
57379345,ENSP00000373700,1
3449,ENSP00000339001,0
1541,ENSP00000304501,0
446157,ENSP00000245552,0
393599,ENSP00000356094,0
5770,ENSP00000265724,1
2333,ENSP00000292427,0
4992,ENSP00000364831,0
4913,ENSP00000296511,0
3914,ENSP00000250559,0
4543,ENSP00000255380,1
14917,ENSP00000323811,0
5280453,ENSP00000378890,0
72438,ENSP00000317159,0
440120,ENSP00000278407,0
5572,ENSP00000296509,0
5645,ENSP00000231509,1
446157,ENSP00000253792,0
2367,ENSP00000370213,0
1117,ENSP00000314649,1
65750,ENSP00000292180,0
4100,ENSP00000296474,0
5994,ENSP00000308750,0
1893,ENSP00000322898,0
443119,ENSP00000311572,0
57242,ENSP00000373169,1
5284549,ENSP00000353483,0
5280360,ENSP00000305372,1
155346,ENSP00000319501,0
4894,ENSP00000231509,1
6437849,ENSP00000344456,0
1117,ENSP00000302620,1
1983,ENSP00000363115,0
158,ENSP00000358783,1
42955,ENSP00000354280,0
4178,ENSP00000261465,0
4488,ENSP00000222673,0
5512,ENSP00000255380,1
5280363,ENSP00000351755,1
4108,ENSP00000366416,0
5311507,ENSP00000306490,0
5029,ENSP00000340466,0
2119,ENSP00000353720,0
3916,ENSP00000368646,0
131432,ENSP00000358107,0
10635,ENSP00000206249,1
5202,ENSP00000368766,1
5284594,ENSP00000394624,1
158,ENSP00000296522,1
4885,ENSP00000350928,0
5562,ENSP00000353720,0
753,ENSP00000369055,1
5360515,ENSP00000348944,0
3405,ENSP00000320247,0
3086686,ENSP00000372023,1
160355,ENSP00000371929,0
6426631,ENSP00000308750,0
838,ENSP00000265572,1
5487,ENSP00000431418,0
4908,ENSP00000236959,0
9849616,ENSP00000358511,1
1204,ENSP00000266560,0
5012,ENSP00000261707,1
457954,ENSP00000354387,1
444795,ENSP00000215832,1
13342,ENSP00000265724,1
54562,ENSP00000316244,1
312,ENSP00000303147,1
1201549,ENSP00000319984,1
4850,ENSP00000216951,0
2812,ENSP00000219700,0
33624,ENSP00000284981,0
71739,ENSP00000296861,0
3381,ENSP00000357986,0
2512,ENSP00000354859,1
5283454,ENSP00000260116,0
5352624,ENSP00000305714,0
753,ENSP00000270202,1
2430,ENSP00000288602,0
5280360,ENSP00000249041,1
5656,ENSP00000353770,0
3559,ENSP00000176183,1
3382,ENSP00000231509,1
3403,ENSP00000287936,1
5593,ENSP00000359539,0
3249,ENSP00000358525,0
39860,ENSP00000363596,1
445154,ENSP00000325425,1
23977,ENSP00000362674,1
4485,ENSP00000266376,1
311,ENSP00000215754,1
2913,ENSP00000305714,0
5329102,ENSP00000324856,1
152945,ENSP00000354238,0
2153,ENSP00000376176,0
876,ENSP00000266682,1
3954,ENSP00000367959,1
4114,ENSP00000257904,0
5329102,ENSP00000295408,1
785,ENSP00000322788,0
3042,ENSP00000409378,1
4980,ENSP00000358770,0
6623,ENSP00000378408,0
9800339,ENSP00000358301,1
2538,ENSP00000249396,0
4932,ENSP00000262186,1
1205,ENSP00000305372,0
35370,ENSP00000252945,0
281,ENSP00000311291,0
3386,ENSP00000255380,1
4380,ENSP00000382595,0
753,ENSP00000351885,1
5281605,ENSP00000278407,0
3158,ENSP00000219833,1
6623,ENSP00000287820,1
1204,ENSP00000261007,1
1440,ENSP00000451605,0
9642,ENSP00000342385,0
4543,ENSP00000342007,1
5470,ENSP00000343925,1
4636,ENSP00000287766,0
3153,ENSP00000350911,0
1071,ENSP00000237014,1
951,ENSP00000306662,1
4631609,ENSP00000419692,0
3086686,ENSP00000277120,1
2548,ENSP00000384490,0
2512,ENSP00000258400,1
3913,ENSP00000276651,0
2968,ENSP00000344193,0
596,ENSP00000360372,0
5284595,ENSP00000394624,1
6230,ENSP00000342070,0
5454,ENSP00000335084,0
122186,ENSP00000181383,0
3158,ENSP00000235382,0
2687,ENSP00000343782,1
5202,ENSP00000360973,1
5329102,ENSP00000288135,1
5329102,ENSP00000385571,1
5381226,ENSP00000299529,0
160355,ENSP00000378699,1
5284603,ENSP00000211122,0
